id_fichier,sentiment,commentaire
138,positif,"produit reu gratuitementavant de vous lancer dans la lecture de la suite de mon 
valuation sachez que je suis en ultra p partout et que mon point 
de vue est  subjectif je nai pas eu  le payer vu que javait 
loriginal avec les dlcskyrim te revoila tu est clairement mon
 jeu favori et cest pas les plus de  heures passs dessus qui diront
 le contraire je connais ton monde merveilleux et ses subtilits et 
cest donc avec joie que jacceuille la special editionaller sans plus attendre voila les - les plus -  skyrim mais skyrim bon sang vous le sentez le fan hardcore xd-  je vais faire court il  tout les points positifs du premier-  les personnages npc ou joueurs sont plus joli-  quelques changements visuels sur les armures notament du plus bel effet- les renfontes graphiques sont visibles compar au le jeu de base sans mod textureles moins-  point temporaire je nai pas vu aucune des nouveauts aprs plus de  h de jeu-  les problmes du premier sont presents galement pour la plus partenfin
 bref ce jeu reprend les points positifs du premier en amliorant encore
 et mme si je nai pas encore vu lombre des nouveauts ajoutes le 
contenu de base est clairement suffisant pour que je passe une centaine 
dheures bien remplies je ne peu conseiller que dy jouer cette 
version la ou loriginalaprs je lis beaucoup de commentaires 
sur le fait que cest moche  mais bon sang si vous avez modd 
loriginal en full hd cest normal que celui la paraisse moche clairement il est plus joli en vanilla que le vanilla du jeu de base croyez moipoint
 important il est vrai que pour  cest moins cher que loriginal 
plus les dlc prix steam et si vous ne possedez pas la version de base 
je ne peut que vous recommander de prendre celle la"
139,positif,"excellent rpg on arrive aisment a plonger dans 
lhistoire avec son avatar que lon peut personnaliser a loisir mais on
 a surtout une entire libert dans le jeu a tel point quil est trs 
difficile de se vanter davoir tout vu sur skyrimje le conseil  
tout amateur de rpg mdival fantastique mme si son prix est assez 
lev il devient tout  fait rentable lors des soldes steam graphismes 
splendides "
140,positif,"produit reu gratuitementquel vritable plaisir de refouler la terre de bordeciel
 aprs une coupure de plusieurs mois ce renouveau me fait redcouvrir 
une license que javais dj ador tant en vanilla quen version modde
 et l cest reparti pour une bonne centaine dheures sans rire et en 
plus de a offert gracieusement par nos amis de chez bethesda kiss les 
gens je vous adore continuez comme a vous nous rgalez sans cesse avec 
votre univers magique quest celui de tamriel d"
141,positif,"jeu qui ne vieillit pas a acheter et jouer si vous 
naviez toujours pas eu loccasion en attendant elder scrolls vi rien 
de mieux quun bon gros skyrim pour vous mettre dans le bain bref bon 
jeu je recommande videmment bon jai h de jeu mais en vrai jen ais
 plus de  foncez "
142,positif,jeux super cool dans un univers passionant merci bethesta pour ce week-end gratuitje vais peut tre lachet maintenant 
143,positif,"produit reu gratuitementtrs bonne version de skyrim bien plus stable que le 
jeu dorigine et plus agrable sans forcment avoir besoin de le moddil
 est bien dommage de ne pas pouvoir mettre un seul mode sans dsactiv 
les succs car un changement dinterface est toujours ncessairesurtout quun mod graphique ne change absolument pas la difficult pour avoir ces derniersdsactiv
 les succs uniquement pour les mods les rendant plus facile  avoir et 
autoris les succs pour les mods concernant limmersion et laspet 
graphique de linterface et du jeu serais un plus  lavenirsinon
 le jeux est trs bien qui rale en disant   uuuuh c la mem choz y a 
rin ki change   cette dition est fait pour les joueurs console qui en 
ont marre de perdre un point a chaque oeil a chaque fois quils lance 
skyrim xps et il y a bien un changement visuel consquent sans 
parl dune modifiquation du moteur de jeu qui rend le jeux bien plus 
stable et permet tout de mme davoir  fps en high contre -fps en 
high dans lancienne version pour une mme config"
144,positif,"ce jeu il ny as mme plus besoin de le dire est tout 
simplement merveilleuxles dvelopeurs de la srie des elders scrolls 
ont russi a crer un vritable univers immensment dense autour du jeu
 cest un tel plaisir de simmerger dans ce monde quil est parfois 
difficile de quitter bordeciel dailleurs je ne suis pas sur den tre 
vraiment partis lautre je me promener dans la rue et jai cru 
apercevoir a dragon ce ntait en faite quune simple voiture et elle a
 pas trop aim le coup de marteau deadra que je lui ai mis  jai 
faillit avoir des problmes  lingrah lahney faal dovahkiin "
145,positif,"produit reu gratuitementcest une bonne ide de mettre  jour skyrim lgendary edition mais il y a des points positifspositifs-nttoyage du code ds  vis de la version vanilla-unions des dlcs dans le jeu-les commands bats non pas changs pour les id-multijoueur avec le mod together-succes desactiv si on utilise des mods possible de tricher avec un modngatifs-skyui et skse ne sont pas intgrs dans le systme du jeu-les anciens mods de la version dorigine ne sont plus compatibles-le skyrim  et ses dlc ont t cachs sur steam pour empcher aux joueurs de jouer  cette version voici les liens du skyrim lgendaire edition   skyrim lgendary-version the elder scrolls v skyrim                     skyrim high resolution texture pack free dlc the elder scrolls v skyrim - dawnguard         the elder scrolls v skyrim - hearthfire        httpsstoresteampoweredcomappthe elder scrolls v skyrim - dragonborn        httpsstoresteampoweredcomapppersonnellement
 je naime pas cette mise  jour car on nglige beaucoups de paramtres 
pour lutilisation des mods mais elle apporte des aventages nouveaux 
avec d autres nouveaux modssauf si on veut que jouer vanilla ou alors avec des mods prvu  cette mise  jour"
146,positif,produit reu gratuitementlunivers de the elder scroll et particulirement skyrim est juste vivant
147,positif,ce jeu est culte avec en plus une plthore de mods pour agrmenter notre prgrination en bordeciel
148,positif,"jadore skyrim je me balade a solitude et je tombe sur 
un homme trs gentil qui vends des bonbons aux enfants quelques fois 
aussi je me fais insulter parceque je suis un orqc et que je pue askip 
immersion  niveau racisme jadore vive les sombrages  mort les 
impriaux "
149,positif,"toujours aussi excellent aprs tant dannes les mods 
rajoutent une exprience que le jeu de base ne peut pas fournir"
150,positif,la libert daction des multiples actions possiblesje regrette parfois le ton triste de lenvironnement glacial
151,positif,produit reu gratuitementbonne dure de vie corrections de divers bug par rapport  la standar ditionpar contre le fait que les mods dsactives les succs reste a dbattre
152,positif,"bon ce skyrim anniversaire les  points positif que je 
donne a la version prcdente sait le mode survie et la pche la pche 
  vous donne trs souvent des objets magiques  des anneaux poissons 
pour manger ou comme ingrdient ou dautre objets rare et le mode survie
 donne un vraie ralismemanger dormir ce soigner etc  le reste sait 
des qutes supplmentaires armures armes qui sont belles oui mais pas 
trop utile  la longue vous pouvez les fabriques  vous mme avec de la 
patience si sait pas le cas pour ce-l vous devrez achete a part  
tout sait complments dans cration du club  moins que vous avez un 
compte qui tais sur une de votre console que vous pouvez adapter sur ce
 jeux mais a reste un excellent rpg infinie et je men lasse pas 
surtout mode survie trs chouette  jouer et trs intressant"
153,positif,"que dire sur ce jeu tellement bon la musique 
lambiance les possibilits infinies quoffre ce jeu  boost par 
les nombreux mods proposs par la communaut encore quasiment  ans 
aprs sa sortie faisant plir denvie les dlc officiels il reste 
incontournable un culte"
154,positif,"produit reu gratuitementayant achet ldition lgendaire avant jai obtenu 
ldition spcial gratuitement sympa d rien  redire sur le jeu 
sinon que mon pc ntant pas un monstre  je ne vois pas la diffrence 
avec lancien oje recommande quand mme beaucoup de 
commentaires le disent  une dure de vie incroyablemet longue sans 
compter les mods et un univers particulirement complet"
155,positif,best jeu ever  jadore skyrim jadore le gameplay les qutes a linfini ya tjrs de quoi a faire 
156,positif,jadore ce jeu je ne pense pas avoir besoin de mexpliquer sur ce fait 
157,positif,cest beau dle rendu global est plus agrable plus lumineux  quelques endroits plus de particules a fait plaisir 
158,positif,trs trs bon jeu jfais une maison cest trop cool
159,positif,"une communaut de modeurs toujours trs active des 
contenus presque illimits des centaines dheures de jeu possibles  
ans aprs la sortie de skyrim il reste dans le top  des jeux les plus
 jous dans steam ce jeu est juste parfait un must have dans sa 
librairie"
160,positif,"produit reu gratuitementapres tant dannes je narrive pas a passer une anne 
sans refaire une run de skyrim un jeux culte et incontournable modd 
ce jeux reste une ppite a avoir dans sa ludotheque"
161,positif,"jai hsit avant de franchir le cap et dopter pour 
cette nouvelle version de skyrim dition spciale javais lu un grand 
nombre de commentaires assassins qui critiquait ce remake mais cest 
plus quun remakecette version de skyrim quon peut acheter 
pour une trentaine deuros offre des dlc comme celle ou on fabrique 
notre maison mais galement des mises a jours des corrections de 
bugs des graphismes amliors des temps de chargements moins long 
etccest notre bon vieu skyrim de  en bien plus sympa  
alors aprs soyons raliste si vous tes  leuro prs passez votre 
chemin cette dition est clairement destin  ceux qui peuvent ce le 
permette et aux grands fansnenmoins en tant que fan je dois bien reconnaitre que je la recommande"
162,positif,"mme aprs dix ans aujourdhui encore skyrim reste la 
rfrence dans le genre rpg et la preuve sans quivoque quun jeu solo 
peut perdurer dans le temps si vous ny avez jamais jou arrter de 
lire ces lignes et jouez-y "
163,positif,trs bon jeu et trs complet a vaut le coup de prendre les packs car leur contenus valent leur prix
164,positif,"trs bon jeu rpg avec monde ouvert et une rejouabilit 
infinie du fait du nombre de races comptences etc un gameplay actif 
et intuitif amlior par les modsles mods sont extremements 
nombreux et agandissent encore plus la carte les races les donjons le
 systme de donjon de beteshda fait quils se reinitialisent avec de 
nouveaux occupants ils ne se ressemblent jamais un must have pour les 
amateurs de rpg et medieval fantastique"
165,positif,"jai platin le jeu ya un mois je crois et  loccasion
 de la sortie de starfield je dcide de recommander ou non tout les 
jeux bethesda auxquels jai joules points fortsjadore
 ce jeu les musiques les dcors le moteur de jeu les dlcs le design
 de cet open world tout jadore ce jeu par son ambiance faramineux et 
aussi par les possibilits quon peut avoir la mise  jour anniversary 
tait surement de trop mme si jai pas dis non pour un bon set 
draconique au niveau armure lantagoniste miirak tait super au 
contraire dun alduin ou l pre de la vampire qui est super facile  
battre  savoir que je nai pas fais le ct vampire mais jaime 
beaucoup ce jeu voil cest toutles points noirsle 
gameplay qui  aussi mal vieillis avec ses dplacements chiants 
impossible de sauter durant un sprint corrig depuis fallout  je crois 
mais baisse la sensibilit des lors quon sprinte cest assez rude les 
attaques aussi qui sont trs lent mme si tout dpends de larme aprs 
la vise  larcarbalte a va et pareil les ennemis cest des sacs  
pv pour certains et peut-tre lalchimie qui est trop dure le fait de 
devoir dupliquer pour forger et atteindre ce satan lvl ou encore le 
couteau furtif qui surpasse nimporte quelle classe les crash ou mme 
encore lantagoniste principal qui est styl mais qui apparat que deux 
fois bref excellent jeu que je noublierai jamais mme si il  son lot de dfaut je ladore"
